date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-02-26 09:52:00,5.08,5.09,5.09,5.09,177.0,90089.0,5.084,,
2026-02-26 09:53:00,5.09,5.08,5.09,5.08,472.0,240010.0,5.084,,
2026-02-26 09:54:00,5.08,5.08,5.09,5.08,544.0,276595.0,5.084,,
2026-02-26 09:55:00,5.08,5.08,5.09,5.08,1369.0,696134.0,5.084,,
2026-02-26 09:56:00,5.08,5.09,5.09,5.08,1739.0,883446.0,5.084,,
2026-02-26 09:57:00,5.09,5.07,5.09,5.07,12248.0,6221588.0,5.084,,
2026-02-26 09:58:00,5.07,5.08,5.08,5.07,636.0,322641.0,5.084,,
2026-02-26 09:59:00,5.08,5.07,5.08,5.07,645.0,327264.0,5.084,,
2026-02-26 10:00:00,5.07,5.08,5.08,5.07,779.0,395473.0,5.084,,
2026-02-26 10:01:00,5.08,5.08,5.08,5.07,791.0,401694.0,5.084,,
2026-02-26 10:02:00,5.08,5.08,5.08,5.08,248.0,125906.0,5.084,,
2026-02-26 10:03:00,5.08,5.07,5.08,5.07,777.0,394409.0,5.084,,
2026-02-26 10:04:00,5.07,5.08,5.08,5.07,250.0,126894.0,5.084,,
2026-02-26 10:05:00,5.08,5.08,5.08,5.07,2728.0,1385793.0,5.084,,
2026-02-26 10:06:00,5.08,5.07,5.08,5.07,454.0,230446.0,5.084,,
2026-02-26 10:07:00,5.07,5.08,5.08,5.07,1467.0,744439.0,5.083,,
2026-02-26 10:08:00,5.08,5.07,5.08,5.07,699.0,354722.0,5.083,,
2026-02-26 10:09:00,5.07,5.08,5.08,5.07,292.0,148286.0,5.083,,
2026-02-26 10:10:00,5.08,5.07,5.08,5.07,1024.0,519871.0,5.083,,
2026-02-26 10:11:00,5.07,5.08,5.08,5.07,1647.0,835183.0,5.083,,
2026-02-26 10:12:00,5.08,5.08,5.08,5.07,299.0,151799.0,5.083,,
2026-02-26 10:13:00,5.08,5.08,5.08,5.07,1619.0,822345.0,5.083,,
2026-02-26 10:14:00,5.08,5.08,5.08,5.07,350.0,177510.0,5.083,,
2026-02-26 10:15:00,5.08,5.07,5.08,5.07,442.0,224255.0,5.083,,
2026-02-26 10:16:00,5.07,5.07,5.08,5.07,724.0,367615.0,5.083,,
2026-02-26 10:17:00,5.07,5.07,5.08,5.07,3564.0,1807091.0,5.083,,
2026-02-26 10:18:00,5.07,5.07,5.08,5.07,1759.0,892622.0,5.083,,
2026-02-26 10:19:00,5.07,5.07,5.08,5.07,339.0,172075.0,5.083,,
2026-02-26 10:20:00,5.07,5.08,5.08,5.07,493.0,250041.0,5.083,,
2026-02-26 10:21:00,5.08,5.06,5.07,5.06,18557.0,9407449.0,5.082,,
2026-02-26 10:22:00,5.06,5.07,5.07,5.06,902.0,456729.0,5.081,,
2026-02-26 10:23:00,5.07,5.06,5.07,5.06,491.0,248750.0,5.081,,
2026-02-26 10:24:00,5.06,5.07,5.07,5.06,417.0,211367.0,5.081,,
2026-02-26 10:25:00,5.07,5.06,5.07,5.06,312.0,158059.0,5.081,,
2026-02-26 10:26:00,5.06,5.06,5.07,5.05,32948.0,16672670.0,5.078,,
2026-02-26 10:27:00,5.06,5.06,5.07,5.06,3423.0,1732275.0,5.078,,
2026-02-26 10:28:00,5.06,5.06,5.07,5.05,3715.0,1879646.0,5.078,,
2026-02-26 10:29:00,5.06,5.05,5.06,5.05,820.0,414474.0,5.078,,
2026-02-26 10:30:00,5.05,5.05,5.06,5.05,888.0,448618.0,5.078,,
2026-02-26 10:31:00,5.05,5.05,5.06,5.05,612.0,309090.0,5.078,,
2026-02-26 10:32:00,5.05,5.06,5.06,5.05,373.0,188693.0,5.078,,
2026-02-26 10:33:00,5.06,5.05,5.06,5.05,568.0,287250.0,5.078,,
2026-02-26 10:34:00,5.05,5.06,5.06,5.05,210.0,106189.0,5.078,,
2026-02-26 10:35:00,5.06,5.05,5.06,5.05,2659.0,1345114.0,5.077,,
2026-02-26 10:36:00,5.05,5.06,5.06,5.05,686.0,347076.0,5.077,,
2026-02-26 10:37:00,5.06,5.06,5.06,5.05,632.0,319644.0,5.077,,
2026-02-26 10:38:00,5.06,5.06,5.06,5.05,7874.0,3983573.0,5.077,,
2026-02-26 10:39:00,5.06,5.06,5.06,5.05,1355.0,685615.0,5.077,,
2026-02-26 10:40:00,5.06,5.06,5.06,5.05,1490.0,753861.0,5.077,,
