date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-03-02 13:03:00,5.15,5.15,5.15,5.14,4029.0,2074751.0,5.106,,
2026-03-02 13:04:00,5.15,5.15,5.15,5.14,3498.0,1801151.0,5.106,,
2026-03-02 13:05:00,5.15,5.15,5.15,5.14,2377.0,1224101.0,5.106,,
2026-03-02 13:06:00,5.15,5.14,5.15,5.14,800.0,411724.0,5.106,,
2026-03-02 13:07:00,5.14,5.14,5.15,5.14,438.0,225336.0,5.106,,
2026-03-02 13:08:00,5.14,5.15,5.15,5.14,808.0,416000.0,5.106,,
2026-03-02 13:09:00,5.15,5.15,5.15,5.14,1460.0,751635.0,5.106,,
2026-03-02 13:10:00,5.15,5.14,5.15,5.14,652.0,335603.0,5.106,,
2026-03-02 13:11:00,5.14,5.15,5.16,5.14,15758.0,8115698.0,5.107,,
2026-03-02 13:12:00,5.15,5.16,5.16,5.15,1725.0,889489.0,5.107,,
2026-03-02 13:13:00,5.16,5.16,5.16,5.15,1456.0,750878.0,5.107,,
2026-03-02 13:14:00,5.16,5.15,5.16,5.15,822.0,424044.0,5.108,,
2026-03-02 13:15:00,5.15,5.16,5.16,5.15,1436.0,740670.0,5.108,,
2026-03-02 13:16:00,5.16,5.16,5.16,5.15,978.0,504172.0,5.108,,
2026-03-02 13:17:00,5.16,5.15,5.16,5.15,708.0,364983.0,5.108,,
2026-03-02 13:18:00,5.15,5.15,5.15,5.14,27501.0,14162559.0,5.109,,
2026-03-02 13:19:00,5.15,5.15,5.15,5.14,765.0,393685.0,5.109,,
2026-03-02 13:20:00,5.15,5.14,5.15,5.14,1502.0,773471.0,5.109,,
2026-03-02 13:21:00,5.14,5.14,5.15,5.14,424.0,218159.0,5.109,,
2026-03-02 13:22:00,5.14,5.15,5.15,5.14,4778.0,2456630.0,5.11,,
2026-03-02 13:23:00,5.15,5.15,5.15,5.14,5784.0,2973382.0,5.11,,
2026-03-02 13:24:00,5.15,5.14,5.15,5.13,10820.0,5559212.0,5.11,,
2026-03-02 13:25:00,5.14,5.13,5.14,5.13,2933.0,1505044.0,5.11,,
2026-03-02 13:26:00,5.13,5.14,5.14,5.13,3553.0,1823074.0,5.11,,
2026-03-02 13:27:00,5.14,5.14,5.14,5.13,5986.0,3072721.0,5.111,,
2026-03-02 13:28:00,5.14,5.14,5.14,5.13,8469.0,4346507.0,5.111,,
2026-03-02 13:29:00,5.14,5.14,5.14,5.13,6860.0,3519709.0,5.111,,
2026-03-02 13:30:00,5.14,5.14,5.14,5.13,4250.0,2180791.0,5.111,,
2026-03-02 13:31:00,5.14,5.14,5.14,5.13,8576.0,4403968.0,5.111,,
2026-03-02 13:32:00,5.14,5.14,5.14,5.13,5400.0,2770367.0,5.112,,
2026-03-02 13:33:00,5.14,5.13,5.14,5.13,4301.0,2206783.0,5.112,,
2026-03-02 13:34:00,5.13,5.14,5.14,5.13,2342.0,1201808.0,5.112,,
